Order_ID,Date,Customer_ID,Product_ID,Channel,Quantity,Unit_Price,Total_Sales
O003006,2025-05-05,C00167,P0077,Marketplace,1,1363,1363
O003007,2026-02-01,C00322,P0170,Online,1,227,227
O003008,2026-02-22,C00443,P0112,Store,4,9685,38740
O003009,2026-05-16,C00032,P0107,Mobile App,4,8438,33752
O003010,2025-06-07,C00242,P0095,Marketplace,1,13438,13438
O003011,2025-10-29,C00220,P0126,Marketplace,4,11142,44568
O003012,2025-05-27,C00250,P0111,Store,2,6815,13630
O003013,2025-11-03,C00335,P0087,Marketplace,2,14353,28706
O003014,2025-02-12,C00085,P0022,Online,1,14213,14213
O003015,2025-08-08,C00505,P0039,Online,5,12439,62195
O003016,2025-01-27,C00003,P0179,Marketplace,2,10284,20568
O003017,2025-03-10,C00299,P0046,Mobile App,1,9971,9971
O003018,2025-12-08,C00586,P0174,Online,3,8508,25524
O003019,2026-04-03,C00318,P0011,Mobile App,2,4752,9504
O003020,2025-10-26,C00085,P0026,Online,1,11180,11180
O003021,2026-02-25,C00945,P0158,Store,1,3852,3852
O003022,2026-02-26,C00503,P0044,Online,4,2704,10816
O003023,2025-05-30,C00631,P0069,Online,5,3670,18350
O003024,2025-03-12,C00067,P0157,Marketplace,3,5928,17784
O003025,2025-03-22,C00659,P0156,Online,3,3844,11532
O003026,2025-04-25,C00706,P0128,Mobile App,5,4533,22665
O003027,2026-03-13,C00347,P0009,Store,4,13461,53844
O003028,2026-02-19,C00464,P0178,Mobile App,4,11297,45188
O003029,2025-05-31,C00670,P0131,Marketplace,3,11957,35871
O003030,2026-02-11,C00868,P0108,Mobile App,2,1131,2262
O003031,2025-04-18,C00247,P0171,Marketplace,3,6167,18501
O003032,2025-01-19,C00082,P0039,Online,2,12439,24878
O003033,2025-03-17,C00111,P0151,Marketplace,1,14641,14641
O003034,2026-01-06,C00076,P0033,Mobile App,2,6772,13544
O003035,2025-12-19,C00328,P0198,Store,3,1022,3066
O003036,2025-08-11,C00420,P0184,Online,4,11269,45076
O003037,2026-01-09,C00602,P0165,Mobile App,5,826,4130
O003038,2026-04-04,C00485,P0182,Online,2,7243,14486
O003039,2025-07-20,C00197,P0094,Mobile App,2,14527,29054
O003040,2025-01-17,C00862,P0017,Mobile App,1,1491,1491
O003041,2026-02-21,C00510,P0100,Marketplace,2,2897,5794
O003042,2026-02-06,C00727,P0169,Mobile App,4,4373,17492
O003043,2026-02-22,C00335,P0116,Marketplace,2,4110,8220
O003044,2026-05-06,C00938,P0169,Store,3,4373,13119
O003045,2026-05-04,C00257,P0002,Marketplace,2,4212,8424
O003046,2026-03-25,C00343,P0024,Store,4,10615,42460
O003047,2025-05-03,C00526,P0011,Marketplace,2,4752,9504
O003048,2026-01-05,C00185,P0072,Marketplace,2,7377,14754
O003049,2025-11-20,C00370,P0010,Mobile App,1,11638,11638
O003050,2025-06-22,C00003,P0158,Online,3,3852,11556
O003051,2025-04-14,C00217,P0124,Store,5,7379,36895
O003052,2025-05-21,C00544,P0086,Marketplace,5,7139,35695
O003053,2025-11-10,C00949,P0136,Store,5,922,4610
O003054,2025-08-21,C00988,P0112,Mobile App,1,9685,9685
O003055,2025-01-23,C00292,P0138,Mobile App,4,2847,11388
O003056,2025-10-29,C00643,P0005,Online,4,688,2752
O003057,2026-04-21,C00475,P0122,Store,4,5918,23672
O003058,2025-04-25,C00461,P0081,Mobile App,5,11160,55800
O003059,2026-02-23,C00235,P0077,Mobile App,1,1363,1363
O003060,2025-01-03,C00544,P0102,Store,3,4873,14619
O003061,2026-05-03,C00842,P0011,Marketplace,2,4752,9504
O003062,2025-01-02,C00441,P0062,Online,4,14596,58384
O003063,2025-10-02,C00834,P0020,Marketplace,3,950,2850
O003064,2026-03-21,C00976,P0005,Mobile App,5,688,3440
O003065,2025-12-06,C00053,P0197,Marketplace,5,3785,18925
O003066,2025-10-01,C00678,P0149,Mobile App,2,10368,20736
O003067,2026-03-14,C00241,P0200,Marketplace,1,2384,2384
O003068,2025-04-01,C00559,P0144,Store,3,7241,21723
O003069,2025-02-10,C00337,P0004,Store,4,9874,39496
O003070,2025-02-20,C00133,P0123,Mobile App,1,6254,6254
O003071,2025-12-10,C00264,P0044,Marketplace,3,2704,8112
O003072,2025-04-15,C00747,P0042,Store,4,8548,34192
O003073,2026-01-27,C00955,P0093,Mobile App,1,4763,4763
O003074,2025-12-21,C00562,P0080,Online,5,8623,43115
O003075,2026-03-24,C00125,P0020,Online,2,950,1900
O003076,2026-02-03,C00789,P0062,Mobile App,1,14596,14596
O003077,2026-01-27,C00463,P0046,Mobile App,1,9971,9971
O003078,2026-01-28,C00856,P0032,Marketplace,5,3952,19760
O003079,2025-09-04,C00685,P0131,Mobile App,1,11957,11957
O003080,2026-02-08,C00095,P0022,Mobile App,3,14213,42639
O003081,2026-02-17,C00194,P0046,Mobile App,4,9971,39884
O003082,2026-04-12,C00936,P0186,Online,1,10994,10994
O003083,2025-03-16,C00351,P0017,Store,2,1491,2982
O003084,2025-04-10,C00491,P0134,Mobile App,5,14062,70310
O003085,2026-03-13,C00399,P0008,Marketplace,3,3811,11433
O003086,2026-02-02,C00832,P0027,Marketplace,5,10180,50900
O003087,2025-04-08,C00636,P0055,Marketplace,2,8401,16802
O003088,2026-01-18,C00715,P0199,Online,5,14099,70495
O003089,2026-03-04,C00673,P0191,Marketplace,2,7984,15968
O003090,2025-07-18,C00330,P0143,Mobile App,4,9743,38972
O003091,2025-01-19,C00464,P0051,Store,1,12792,12792
O003092,2025-07-01,C00018,P0001,Mobile App,5,609,3045
O003093,2025-08-01,C00768,P0167,Online,3,7349,22047
O003094,2025-02-13,C00138,P0081,Online,4,11160,44640
O003095,2025-10-15,C00785,P0153,Online,5,13018,65090
O003096,2025-08-31,C00507,P0152,Mobile App,2,3138,6276
O003097,2026-02-20,C00034,P0031,Mobile App,5,11416,57080
O003098,2025-10-02,C00842,P0063,Marketplace,3,1149,3447
O003099,2026-03-16,C00110,P0076,Online,1,9841,9841
O003100,2025-12-23,C00265,P0077,Marketplace,2,1363,2726
O003101,2025-06-24,C00871,P0040,Marketplace,3,14909,44727
O003102,2025-07-06,C00077,P0020,Marketplace,5,950,4750
O003103,2025-07-28,C00024,P0079,Online,3,14284,42852
O003104,2025-04-05,C00729,P0073,Online,3,2182,6546
O003105,2025-11-05,C00614,P0036,Online,5,6682,33410
O003106,2025-02-18,C00999,P0093,Mobile App,1,4763,4763
O003107,2025-06-12,C00910,P0197,Online,3,3785,11355
O003108,2025-04-19,C00597,P0047,Online,5,6452,32260
O003109,2025-05-22,C00319,P0060,Online,1,10013,10013
O003110,2026-04-24,C00592,P0183,Mobile App,5,7818,39090
O003111,2025-02-21,C00917,P0142,Marketplace,3,9138,27414
O003112,2025-06-09,C00941,P0193,Marketplace,1,11969,11969
O003113,2025-05-18,C00759,P0024,Online,3,10615,31845
O003114,2025-02-18,C00972,P0036,Online,1,6682,6682
O003115,2025-01-22,C00481,P0028,Mobile App,4,8951,35804
O003116,2025-02-24,C00271,P0104,Store,5,3766,18830
O003117,2026-04-04,C00814,P0152,Store,5,3138,15690
O003118,2025-03-28,C00190,P0021,Online,3,12865,38595
O003119,2025-08-29,C00224,P0162,Store,1,11333,11333
O003120,2025-05-03,C00418,P0044,Online,5,2704,13520
O003121,2026-03-25,C00280,P0175,Store,5,5544,27720
O003122,2025-05-02,C00061,P0127,Marketplace,5,11068,55340
O003123,2025-12-08,C00398,P0055,Store,5,8401,42005
O003124,2025-06-26,C00140,P0136,Marketplace,3,922,2766
O003125,2026-04-12,C00593,P0152,Mobile App,4,3138,12552
O003126,2025-11-12,C00877,P0069,Online,2,3670,7340
O003127,2025-05-11,C00664,P0181,Marketplace,4,5178,20712
O003128,2025-07-27,C00605,P0001,Store,1,609,609
O003129,2025-12-20,C00132,P0192,Store,3,7661,22983
O003130,2025-03-03,C00991,P0165,Store,5,826,4130
O003131,2025-04-29,C00256,P0034,Online,1,3656,3656
O003132,2025-12-17,C00405,P0188,Store,1,1730,1730
O003133,2026-05-07,C00116,P0056,Online,3,14462,43386
O003134,2026-01-03,C00114,P0167,Online,2,7349,14698
O003135,2025-06-24,C00212,P0106,Marketplace,1,1021,1021
O003136,2026-01-06,C00664,P0037,Online,2,2540,5080
O003137,2026-05-16,C00421,P0095,Marketplace,3,13438,40314
O003138,2025-12-15,C00282,P0169,Marketplace,5,4373,21865
O003139,2026-03-16,C00651,P0170,Store,2,227,454
O003140,2025-06-30,C00193,P0053,Store,4,2791,11164
O003141,2026-05-01,C00281,P0126,Marketplace,4,11142,44568
O003142,2025-01-02,C00444,P0013,Marketplace,3,1719,5157
O003143,2026-02-05,C00911,P0041,Online,1,6130,6130
O003144,2025-09-26,C00297,P0192,Store,4,7661,30644
O003145,2026-03-28,C00295,P0106,Store,1,1021,1021
O003146,2025-04-01,C00437,P0073,Online,3,2182,6546
O003147,2025-02-03,C00601,P0122,Marketplace,5,5918,29590
O003148,2025-11-26,C00230,P0090,Marketplace,3,13316,39948
O003149,2026-03-06,C00489,P0052,Marketplace,3,2027,6081
O003150,2025-09-03,C00226,P0070,Marketplace,2,11880,23760
O003151,2026-02-04,C00241,P0035,Marketplace,1,3683,3683
O003152,2026-05-01,C00565,P0099,Store,2,3702,7404
O003153,2026-01-05,C00380,P0029,Mobile App,3,2877,8631
O003154,2025-05-20,C00883,P0177,Mobile App,1,7088,7088
O003155,2025-01-11,C00065,P0192,Online,4,7661,30644
O003156,2025-05-10,C00830,P0062,Store,3,14596,43788
O003157,2026-03-15,C00629,P0194,Store,5,8299,41495
O003158,2026-05-16,C00542,P0161,Online,4,5953,23812
O003159,2025-06-17,C00787,P0039,Marketplace,1,12439,12439
O003160,2025-01-01,C00493,P0146,Store,3,14927,44781
O003161,2026-01-11,C00314,P0048,Marketplace,1,8869,8869
O003162,2025-10-28,C00205,P0065,Marketplace,3,13569,40707
O003163,2025-10-17,C00578,P0172,Mobile App,5,11082,55410
O003164,2025-08-30,C00640,P0025,Store,4,6265,25060
O003165,2025-01-24,C00879,P0063,Mobile App,3,1149,3447
O003166,2026-01-24,C00247,P0092,Mobile App,4,2496,9984
O003167,2025-08-09,C00981,P0127,Online,2,11068,22136
O003168,2025-02-22,C00579,P0177,Store,1,7088,7088
O003169,2026-03-20,C00045,P0060,Store,4,10013,40052
O003170,2025-10-01,C00757,P0120,Online,4,1400,5600
O003171,2025-08-14,C00736,P0027,Store,5,10180,50900
O003172,2025-04-22,C00380,P0057,Online,2,13989,27978
O003173,2025-01-06,C00941,P0010,Marketplace,3,11638,34914
O003174,2025-11-26,C00603,P0031,Marketplace,3,11416,34248
O003175,2025-06-24,C00946,P0054,Store,1,12030,12030
O003176,2025-02-17,C00825,P0157,Mobile App,1,5928,5928
O003177,2026-01-18,C00645,P0154,Store,5,4571,22855
O003178,2025-12-19,C00284,P0012,Store,4,12709,50836
O003179,2026-04-20,C00863,P0169,Marketplace,1,4373,4373
O003180,2026-03-31,C00339,P0056,Online,4,14462,57848
O003181,2025-10-26,C00235,P0023,Mobile App,5,6427,32135
O003182,2025-12-23,C00358,P0001,Mobile App,4,609,2436
O003183,2025-10-12,C00713,P0193,Store,4,11969,47876
O003184,2025-11-18,C00586,P0007,Online,1,9395,9395
O003185,2025-04-09,C00177,P0171,Store,3,6167,18501
O003186,2026-01-11,C00184,P0060,Store,1,10013,10013
O003187,2025-03-09,C00303,P0054,Marketplace,2,12030,24060
O003188,2025-04-26,C00634,P0016,Store,4,8985,35940
O003189,2026-01-07,C00935,P0009,Store,1,13461,13461
O003190,2026-03-04,C00704,P0094,Marketplace,3,14527,43581
O003191,2026-03-03,C00923,P0040,Store,1,14909,14909
O003192,2025-01-04,C00176,P0122,Mobile App,4,5918,23672
O003193,2025-03-31,C00701,P0009,Marketplace,5,13461,67305
O003194,2026-01-27,C00162,P0028,Store,1,8951,8951
O003195,2025-08-01,C00112,P0019,Marketplace,2,9659,19318
O003196,2025-05-17,C00731,P0059,Mobile App,2,9037,18074
O003197,2026-03-01,C00609,P0116,Store,2,4110,8220
O003198,2025-03-30,C00626,P0115,Marketplace,4,4472,17888
O003199,2025-05-14,C00621,P0072,Store,3,7377,22131
O003200,2025-04-11,C00416,P0188,Mobile App,1,1730,1730
O003201,2025-08-27,C00950,P0097,Online,5,1728,8640
O003202,2026-02-12,C00712,P0149,Store,1,10368,10368
O003203,2026-01-13,C00718,P0014,Online,2,6081,12162
O003204,2025-07-22,C00932,P0144,Store,4,7241,28964
O003205,2025-04-03,C00552,P0014,Store,5,6081,30405
O003206,2026-04-10,C00052,P0033,Online,2,6772,13544
O003207,2025-10-10,C00086,P0062,Mobile App,5,14596,72980
O003208,2025-02-17,C00266,P0135,Mobile App,5,10592,52960
O003209,2025-03-11,C00848,P0086,Store,5,7139,35695
O003210,2025-09-09,C00871,P0012,Store,4,12709,50836
O003211,2025-12-24,C00652,P0036,Online,2,6682,13364
O003212,2025-11-16,C00453,P0133,Online,2,8480,16960
O003213,2025-02-11,C00756,P0109,Mobile App,5,14148,70740
O003214,2025-12-15,C00283,P0118,Mobile App,2,7691,15382
O003215,2026-01-27,C00012,P0008,Online,1,3811,3811
O003216,2026-03-18,C00830,P0199,Online,1,14099,14099
O003217,2025-03-26,C00776,P0022,Online,3,14213,42639
O003218,2025-09-04,C00976,P0022,Online,2,14213,28426
O003219,2025-11-28,C00381,P0113,Online,5,10347,51735
O003220,2025-01-14,C00737,P0162,Store,5,11333,56665
O003221,2025-07-14,C00689,P0091,Online,3,3339,10017
O003222,2026-01-21,C00300,P0130,Mobile App,3,4662,13986
O003223,2025-10-07,C00833,P0041,Store,1,6130,6130
O003224,2025-10-04,C00489,P0154,Mobile App,5,4571,22855
O003225,2026-04-12,C00787,P0126,Online,5,11142,55710
O003226,2026-02-27,C00782,P0039,Mobile App,2,12439,24878
O003227,2026-02-08,C00044,P0129,Mobile App,5,12363,61815
O003228,2025-01-21,C00520,P0098,Marketplace,4,6858,27432
O003229,2025-01-23,C00614,P0120,Online,1,1400,1400
O003230,2026-03-30,C00252,P0001,Marketplace,3,609,1827
O003231,2025-02-15,C00371,P0089,Mobile App,3,1193,3579
O003232,2025-07-27,C00387,P0136,Online,2,922,1844
O003233,2025-03-18,C00817,P0061,Mobile App,4,519,2076
O003234,2025-06-14,C00379,P0131,Online,2,11957,23914
O003235,2026-02-25,C00175,P0094,Marketplace,3,14527,43581
O003236,2025-10-10,C00732,P0187,Online,1,8645,8645
O003237,2025-01-28,C00417,P0161,Store,4,5953,23812
O003238,2025-11-05,C00877,P0062,Marketplace,4,14596,58384
O003239,2026-02-07,C00018,P0159,Store,3,6728,20184
O003240,2025-02-01,C00275,P0033,Online,1,6772,6772
O003241,2025-05-10,C00855,P0032,Online,4,3952,15808
O003242,2026-01-14,C00006,P0143,Mobile App,5,9743,48715
O003243,2026-05-08,C00878,P0161,Store,3,5953,17859
O003244,2025-09-13,C00902,P0141,Store,4,1432,5728
O003245,2025-07-13,C00736,P0133,Store,2,8480,16960
O003246,2025-07-24,C00275,P0136,Store,1,922,922
O003247,2025-03-14,C00714,P0040,Marketplace,1,14909,14909
O003248,2026-01-07,C00175,P0159,Mobile App,3,6728,20184
O003249,2025-03-23,C00022,P0105,Store,3,12454,37362
O003250,2025-07-08,C00740,P0108,Marketplace,2,1131,2262
O003251,2025-06-08,C00984,P0055,Mobile App,1,8401,8401
O003252,2026-03-24,C00042,P0022,Marketplace,4,14213,56852
O003253,2025-03-22,C00364,P0075,Mobile App,4,9838,39352
O003254,2026-03-20,C00895,P0194,Online,3,8299,24897
O003255,2026-02-08,C00235,P0048,Mobile App,4,8869,35476
O003256,2025-12-16,C00192,P0088,Mobile App,5,11232,56160
O003257,2025-12-09,C00087,P0050,Marketplace,1,11369,11369
O003258,2025-07-30,C00812,P0097,Mobile App,3,1728,5184
O003259,2025-10-22,C00984,P0075,Online,5,9838,49190
O003260,2026-01-10,C00112,P0198,Mobile App,2,1022,2044
O003261,2025-12-24,C00513,P0062,Store,5,14596,72980
O003262,2026-01-07,C00996,P0071,Store,3,11204,33612
O003263,2026-03-02,C00714,P0120,Online,5,1400,7000
O003264,2025-01-20,C00297,P0173,Online,3,11068,33204
O003265,2025-04-15,C00939,P0075,Store,2,9838,19676
O003266,2025-04-10,C00849,P0054,Mobile App,3,12030,36090
O003267,2026-03-29,C00726,P0151,Online,3,14641,43923
O003268,2026-02-18,C00145,P0102,Online,2,4873,9746
O003269,2025-12-31,C00615,P0024,Marketplace,1,10615,10615
O003270,2026-01-05,C00900,P0135,Online,4,10592,42368
O003271,2025-11-07,C01000,P0140,Store,1,9389,9389
O003272,2025-02-16,C00647,P0062,Store,5,14596,72980
O003273,2025-03-10,C00415,P0127,Mobile App,2,11068,22136
O003274,2026-03-28,C00417,P0058,Online,1,2704,2704
O003275,2026-05-05,C00086,P0186,Marketplace,1,10994,10994
O003276,2025-07-19,C00098,P0195,Marketplace,3,2617,7851
O003277,2026-02-03,C00566,P0129,Online,4,12363,49452
O003278,2025-04-17,C00841,P0003,Online,2,12266,24532
O003279,2025-02-24,C00343,P0008,Marketplace,5,3811,19055
O003280,2025-03-07,C00858,P0029,Online,5,2877,14385
O003281,2025-06-20,C00484,P0063,Marketplace,4,1149,4596
O003282,2026-02-26,C00611,P0068,Online,3,8845,26535
O003283,2026-04-15,C00004,P0186,Store,4,10994,43976
O003284,2025-11-09,C00812,P0101,Mobile App,3,6596,19788
O003285,2025-02-09,C00319,P0035,Online,1,3683,3683
O003286,2025-11-24,C00791,P0032,Mobile App,5,3952,19760
O003287,2025-05-30,C00232,P0028,Store,5,8951,44755
O003288,2025-09-02,C00352,P0102,Online,5,4873,24365
O003289,2026-01-23,C00418,P0151,Store,2,14641,29282
O003290,2026-04-28,C00221,P0044,Store,2,2704,5408
O003291,2025-08-20,C00282,P0019,Mobile App,2,9659,19318
O003292,2025-02-09,C00095,P0087,Mobile App,4,14353,57412
O003293,2025-03-08,C00533,P0010,Marketplace,3,11638,34914
O003294,2026-03-01,C00376,P0192,Online,1,7661,7661
O003295,2025-05-02,C00505,P0200,Marketplace,3,2384,7152
O003296,2026-05-10,C00810,P0110,Online,4,9949,39796
O003297,2025-03-01,C00765,P0133,Store,1,8480,8480
O003298,2026-04-26,C00044,P0110,Store,1,9949,9949
O003299,2026-03-30,C00209,P0015,Mobile App,5,13423,67115
O003300,2026-03-29,C00623,P0100,Online,4,2897,11588
O003301,2025-07-17,C00158,P0196,Marketplace,1,14825,14825
O003302,2026-04-27,C00764,P0019,Store,3,9659,28977
O003303,2026-01-29,C00224,P0026,Mobile App,2,11180,22360
O003304,2025-01-27,C00838,P0088,Marketplace,3,11232,33696
O003305,2025-04-04,C00447,P0131,Online,5,11957,59785
O003306,2025-08-06,C00782,P0125,Store,4,10221,40884
O003307,2025-09-26,C00852,P0160,Mobile App,2,14361,28722
O003308,2025-03-01,C00248,P0075,Mobile App,1,9838,9838
O003309,2026-02-11,C00541,P0142,Marketplace,1,9138,9138
O003310,2025-06-25,C00306,P0200,Store,2,2384,4768
O003311,2026-01-13,C00916,P0123,Store,5,6254,31270
O003312,2025-04-19,C00240,P0105,Mobile App,1,12454,12454
O003313,2025-01-28,C00105,P0158,Mobile App,1,3852,3852
O003314,2025-11-07,C00842,P0116,Online,1,4110,4110
O003315,2025-10-17,C00595,P0130,Online,3,4662,13986
O003316,2025-10-21,C00187,P0075,Online,3,9838,29514
O003317,2025-05-11,C00597,P0183,Store,4,7818,31272
O003318,2025-12-28,C00587,P0104,Marketplace,5,3766,18830
O003319,2025-10-21,C00828,P0197,Marketplace,5,3785,18925
O003320,2026-03-02,C00566,P0200,Marketplace,3,2384,7152
O003321,2025-06-01,C00149,P0023,Mobile App,5,6427,32135
O003322,2025-11-23,C00975,P0149,Store,4,10368,41472
O003323,2025-10-17,C00106,P0038,Mobile App,3,4240,12720
O003324,2026-03-31,C00318,P0006,Store,5,4011,20055
O003325,2025-02-25,C00190,P0045,Store,2,13177,26354
O003326,2026-02-02,C00993,P0076,Marketplace,2,9841,19682
O003327,2025-10-14,C00984,P0104,Online,5,3766,18830
O003328,2025-12-25,C00024,P0105,Marketplace,5,12454,62270
O003329,2025-11-24,C00121,P0040,Marketplace,4,14909,59636
O003330,2026-05-13,C00914,P0196,Online,4,14825,59300
O003331,2025-03-31,C00768,P0165,Store,4,826,3304
O003332,2026-04-28,C00742,P0080,Store,5,8623,43115
O003333,2025-04-23,C00334,P0134,Mobile App,5,14062,70310
O003334,2026-04-06,C00973,P0167,Store,2,7349,14698
O003335,2026-01-23,C00018,P0169,Mobile App,5,4373,21865
O003336,2026-05-07,C00418,P0001,Online,3,609,1827
O003337,2025-11-09,C00445,P0037,Mobile App,5,2540,12700
O003338,2026-02-16,C00870,P0008,Store,5,3811,19055
O003339,2026-01-26,C00368,P0104,Store,5,3766,18830
O003340,2025-02-17,C00803,P0112,Marketplace,3,9685,29055
O003341,2025-06-26,C00417,P0147,Online,4,11374,45496
O003342,2025-10-15,C00494,P0056,Marketplace,1,14462,14462
O003343,2026-01-28,C00195,P0026,Mobile App,2,11180,22360
O003344,2026-04-18,C00769,P0147,Online,3,11374,34122
O003345,2026-02-02,C00274,P0065,Marketplace,2,13569,27138
O003346,2025-05-04,C00602,P0139,Mobile App,2,9238,18476
O003347,2025-11-17,C00921,P0131,Online,3,11957,35871
O003348,2025-09-02,C00771,P0008,Store,2,3811,7622
O003349,2025-12-08,C00873,P0001,Marketplace,1,609,609
O003350,2026-04-10,C00907,P0154,Marketplace,4,4571,18284
O003351,2025-03-01,C00854,P0017,Marketplace,1,1491,1491
O003352,2025-02-08,C00084,P0129,Store,2,12363,24726
O003353,2026-02-26,C00993,P0157,Online,3,5928,17784
O003354,2025-07-12,C00541,P0013,Online,1,1719,1719
O003355,2025-02-11,C00301,P0157,Online,3,5928,17784
O003356,2025-01-28,C00465,P0189,Marketplace,3,3880,11640
O003357,2026-03-18,C00645,P0199,Store,2,14099,28198
O003358,2025-11-25,C00422,P0150,Store,4,4078,16312
O003359,2025-04-23,C00653,P0013,Mobile App,3,1719,5157
O003360,2026-04-04,C00508,P0070,Marketplace,1,11880,11880
O003361,2025-05-25,C00401,P0114,Store,5,10970,54850
O003362,2026-03-30,C00144,P0015,Marketplace,4,13423,53692
O003363,2025-12-10,C00134,P0196,Store,4,14825,59300
O003364,2025-10-12,C00818,P0089,Online,1,1193,1193
O003365,2026-01-07,C00641,P0191,Marketplace,4,7984,31936
O003366,2025-03-24,C00579,P0099,Online,1,3702,3702
O003367,2025-01-12,C00407,P0197,Mobile App,3,3785,11355
O003368,2025-04-12,C00208,P0018,Marketplace,2,13788,27576
O003369,2026-04-25,C00136,P0060,Mobile App,1,10013,10013
O003370,2025-04-14,C00354,P0092,Marketplace,2,2496,4992
O003371,2025-10-06,C00950,P0028,Online,4,8951,35804
O003372,2025-04-15,C00870,P0119,Store,1,352,352
O003373,2025-02-10,C00618,P0174,Store,1,8508,8508
O003374,2025-02-27,C00225,P0001,Marketplace,4,609,2436
O003375,2025-12-09,C00326,P0061,Store,5,519,2595
O003376,2025-10-07,C00588,P0120,Mobile App,4,1400,5600
O003377,2025-04-08,C00224,P0097,Marketplace,1,1728,1728
O003378,2025-06-01,C00315,P0020,Mobile App,5,950,4750
O003379,2026-01-07,C00985,P0152,Store,1,3138,3138
O003380,2025-01-25,C00145,P0149,Marketplace,3,10368,31104
O003381,2025-01-23,C00997,P0076,Online,5,9841,49205
O003382,2025-05-26,C00055,P0111,Store,3,6815,20445
O003383,2025-12-16,C00257,P0116,Online,2,4110,8220
O003384,2025-10-01,C00111,P0102,Store,4,4873,19492
O003385,2025-12-08,C00526,P0119,Store,4,352,1408
O003386,2025-01-08,C00854,P0048,Store,1,8869,8869
O003387,2026-03-26,C00504,P0164,Store,1,3125,3125
O003388,2025-05-14,C00532,P0027,Marketplace,2,10180,20360
O003389,2025-10-07,C00349,P0044,Marketplace,5,2704,13520
O003390,2025-08-13,C00240,P0188,Marketplace,5,1730,8650
O003391,2025-05-05,C00898,P0060,Online,5,10013,50065
O003392,2025-10-06,C00698,P0132,Mobile App,2,11463,22926
O003393,2025-06-23,C00235,P0105,Marketplace,1,12454,12454
O003394,2025-09-10,C00805,P0190,Marketplace,1,600,600
O003395,2025-08-21,C00490,P0104,Online,1,3766,3766
O003396,2025-05-01,C00922,P0104,Marketplace,4,3766,15064
O003397,2026-03-17,C00812,P0133,Online,2,8480,16960
O003398,2025-07-12,C00554,P0094,Store,1,14527,14527
O003399,2025-04-03,C00230,P0022,Mobile App,2,14213,28426
O003400,2025-02-14,C00403,P0084,Mobile App,2,3319,6638
O003401,2025-10-04,C00459,P0004,Online,3,9874,29622
O003402,2025-07-27,C00584,P0176,Store,3,9283,27849
O003403,2025-09-25,C00667,P0188,Store,1,1730,1730
O003404,2025-03-13,C00336,P0019,Marketplace,5,9659,48295
O003405,2026-05-04,C00041,P0117,Mobile App,5,2344,11720
O003406,2025-11-16,C00624,P0061,Mobile App,4,519,2076
O003407,2026-05-03,C00163,P0140,Store,1,9389,9389
O003408,2026-02-13,C00035,P0010,Store,3,11638,34914
O003409,2025-08-10,C00999,P0170,Mobile App,5,227,1135
O003410,2025-11-28,C00134,P0130,Mobile App,3,4662,13986
O003411,2026-03-10,C00754,P0156,Online,3,3844,11532
O003412,2025-05-26,C00356,P0166,Marketplace,1,5863,5863
O003413,2025-09-17,C00469,P0161,Online,5,5953,29765
O003414,2025-02-16,C00366,P0178,Store,4,11297,45188
O003415,2025-07-25,C00459,P0061,Marketplace,5,519,2595
O003416,2025-10-04,C00788,P0123,Store,2,6254,12508
O003417,2025-08-20,C00282,P0007,Marketplace,5,9395,46975
O003418,2026-05-09,C00629,P0200,Online,1,2384,2384
O003419,2025-09-11,C00626,P0185,Marketplace,4,13204,52816
O003420,2025-03-18,C00878,P0099,Marketplace,5,3702,18510
O003421,2026-01-03,C00866,P0130,Store,4,4662,18648
O003422,2025-09-22,C00591,P0034,Store,3,3656,10968
O003423,2026-02-09,C00659,P0127,Mobile App,1,11068,11068
O003424,2025-01-01,C00409,P0175,Store,5,5544,27720
O003425,2025-07-08,C00054,P0175,Mobile App,2,5544,11088
O003426,2026-01-22,C00400,P0008,Marketplace,3,3811,11433
O003427,2025-06-19,C00703,P0187,Marketplace,5,8645,43225
O003428,2025-01-16,C00690,P0146,Online,1,14927,14927
O003429,2026-04-06,C00555,P0043,Store,3,12582,37746
O003430,2026-03-13,C00384,P0200,Mobile App,3,2384,7152
O003431,2026-04-24,C00537,P0065,Marketplace,2,13569,27138
O003432,2025-07-21,C00201,P0118,Store,5,7691,38455
O003433,2025-05-31,C00191,P0091,Store,5,3339,16695
O003434,2025-12-16,C00546,P0163,Mobile App,2,652,1304
O003435,2026-03-20,C00964,P0101,Store,2,6596,13192
O003436,2026-04-24,C00106,P0140,Mobile App,5,9389,46945
O003437,2025-05-14,C00082,P0104,Mobile App,2,3766,7532
O003438,2026-01-25,C00346,P0048,Marketplace,5,8869,44345
O003439,2025-07-19,C00172,P0046,Store,3,9971,29913
O003440,2025-04-24,C00890,P0104,Store,5,3766,18830
O003441,2025-11-08,C00801,P0088,Mobile App,5,11232,56160
O003442,2026-03-17,C00963,P0027,Online,2,10180,20360
O003443,2025-07-09,C00375,P0144,Online,4,7241,28964
O003444,2025-09-23,C00270,P0166,Marketplace,4,5863,23452
O003445,2025-01-09,C00625,P0144,Mobile App,3,7241,21723
O003446,2026-01-31,C00697,P0194,Mobile App,4,8299,33196
O003447,2025-01-04,C00199,P0067,Mobile App,2,9207,18414
O003448,2025-03-03,C00899,P0161,Online,5,5953,29765
O003449,2025-11-03,C00496,P0029,Store,4,2877,11508
